inv	class	pvalue	obs	mean_enrich	median_enrich	lower95_enrich	upper95_enrich	lower90_enrich	upper90_enrich	mean_obs_grt_perm	pvalue_obs_grt_perm	chrom	pvaluelabel	sig_lower90
In(3L)P	exterior	0.177827941003892	0.213678004535147	0.980266396371761	0.980216176230701	0.942820196097757	1.01672124422418	0.948921842198314	1.0108103938255	71	0.858283433133733	3L		
In(3L)P	exterior	0.1	0.129977324263039	0.981005141587367	0.980821293086225	0.932762287996746	1.03069237155611	0.939340524916612	1.02143344619231	106	0.788423153692615	3L		
In(3L)P	exterior	0.0562341325190349	0.0798185941043084	0.989317228683168	0.989391642493864	0.928461910853519	1.05574521135734	0.937208222545504	1.04372879084544	181	0.63872255489022	3L		
In(3L)P	exterior	0.0316227766016838	0.0487437641723356	0.990172283992574	0.991366006634419	0.914905561860937	1.07813488499324	0.922118679826518	1.05920515862406	201	0.598802395209581	3L		
In(3L)P	exterior	0.0177827941003892	0.030984126984127	1.0302002889223	1.0308439616442	0.940825976846097	1.13532980560128	0.948818972317054	1.11068503983735	364	0.273453093812375	3L		
In(3L)P	exterior	0.01	0.0188299319727891	1.02650283439054	1.02675279409489	0.916946703223177	1.14903646954184	0.934184573168048	1.12830385093168	327	0.347305389221557	3L		
In(3L)P	exterior	0.00562341325190349	0.0114285714285714	1.02150031914836	1.01781675513501	0.8873476861167	1.16785653129939	0.914334735431372	1.14562016984837	297	0.407185628742515	3L		
In(3L)P	exterior	0.00316227766016838	0.00703854875283447	1.02932715649016	1.02376527321571	0.863180580465198	1.20877810696449	0.894040030512973	1.18316993928274	306	0.389221556886228	3L		
In(3L)P	exterior	0.00177827941003892	0.0043718820861678	1.04958637292485	1.043327895083	0.84862233719779	1.28884135957413	0.882831124733166	1.25527664399093	340	0.321357285429142	3L		
In(3L)P	exterior	0.001	0.00290249433106576	1.14100233952469	1.12680144358213	0.896271784314755	1.45461207998351	0.91433547133139	1.39132958690723	424	0.153692614770459	3L		
In(3L)P	exterior	0.000562341325190349	0.00159637188208617	1.0328356709032	1.01153095107775	0.755251812154275	1.36500001569859	0.792835937978795	1.3135043151589	269	0.463073852295409	3L		
In(3L)P	exterior	0.000316227766016838	0.000961451247165533	1.03533114288343	1.00003628117914	0.706705124716553	1.51432760609006	0.74650595637316	1.43248440277012	261	0.479041916167665	3L		
In(3L)P	exterior	0.000177827941003892	0.000707482993197279	1.28300861194824	1.21881632653061	0.79595410245731	2.05278052273541	0.847886838213546	1.95003714285714	409	0.183632734530938	3L		
In(3L)P	exterior	1e-04	0.000526077097505669	1.61439601025842	1.52635732187612	0.966710068027211	2.90018544217687	1.00005442176871	2.63650711193568	485	0.031936127744511	3L	*	*
In(3L)P	exterior	0.003894319	0.00845351473922903	1.03450489750664	1.03099215379367	0.869364714677949	1.20584923235203	0.899662042217144	1.17995861600345	318	0.365269461077844	3L		
In(3R)K	exterior	1	1	1.00000263452966	1	1	1.00001549738869	1	1.00001549738869	85	0.830339321357285	3R		
In(3R)K	exterior	0.562341325190349	0.600384335239512	0.994080761620253	0.995109431687919	0.974060052445263	1.00805416706909	0.977939211292035	1.00586462520581	127	0.746506986027944	3R		
In(3R)K	exterior	0.316227766016838	0.365242456646055	0.988823797759068	0.991616058772858	0.946464069669525	1.01699358943505	0.953253094428156	1.01268155388868	137	0.726546906187625	3R		
In(3R)K	exterior	0.177827941003892	0.224805120337223	0.989130484097505	0.993804344235175	0.922609641099036	1.03209928666878	0.932921916695051	1.02738271238063	193	0.614770459081836	3R		
In(3R)K	exterior	0.1	0.138500162722581	0.987058455154753	0.992519131548483	0.898243261926963	1.04811349233408	0.907406869526036	1.03732940534166	205	0.590818363273453	3R		
In(3R)K	exterior	0.0562341325190349	0.0854526012366916	0.985185566721685	0.992471365227227	0.874134731150113	1.06136172629694	0.886288040582411	1.0481611626653	216	0.568862275449102	3R		
In(3R)K	exterior	0.0316227766016838	0.0532335301501697	0.991079832432698	1.00016885113507	0.854581320341844	1.08671511137624	0.873605501844205	1.07286553581875	251	0.499001996007984	3R		
In(3R)K	exterior	0.0177827941003892	0.0331024222418522	0.9947982200837	1.00308350074317	0.829993761766252	1.10939236122897	0.857673050522794	1.09488432588566	263	0.475049900199601	3R		
In(3R)K	exterior	0.01	0.0205030452368776	0.995270185001439	1.00190112633327	0.814863892293889	1.14058492504649	0.844826813767295	1.11746406004257	255	0.491017964071856	3R		
In(3R)K	exterior	0.00562341325190349	0.0127078587258047	0.997503351112072	1.00187180424418	0.788082521152158	1.17987439979673	0.833148505296709	1.15501281761253	254	0.493013972055888	3R		
In(3R)K	exterior	0.00316227766016838	0.00791916562059293	1.00486271987742	1.00991272397478	0.771716495932645	1.21684718609006	0.807215203037594	1.18563322312209	264	0.473053892215569	3R		
In(3R)K	exterior	0.00177827941003892	0.0048661800486618	0.998107434214952	1.00003099477738	0.736051460303457	1.24866651072303	0.783066664239644	1.20308377846762	254	0.493013972055888	3R		
In(3R)K	exterior	0.001	0.00309947773800115	1.02556771435254	1.0283083134486	0.738012812737733	1.3380618709148	0.775067571103195	1.27433214993066	285	0.431137724550898	3R		
In(3R)K	exterior	0.000562341325190349	0.00173570753328064	0.932269123150699	0.925648524091459	0.649191512023341	1.27274699667651	0.674496789553423	1.20499199073362	153	0.694610778443114	3R		
In(3R)K	exterior	0.000316227766016838	0.00102282765354038	0.896962555651872	0.891912624884869	0.586552634502689	1.32003119624343	0.622651158751448	1.20003719373286	132	0.736526946107784	3R		
In(3R)K	exterior	0.000177827941003892	0.000697382491050258	0.998482660857125	0.978276030054153	0.633497045256803	1.63842834893035	0.671158850608343	1.4516353994352	234	0.532934131736527	3R		
In(3R)K	exterior	1e-04	0.000402932105940149	0.953128142298732	0.928571428571428	0.577782030950007	1.52944791008597	0.618328733286182	1.44446682956144	195	0.610778443113772	3R		
In(3R)K	exterior	0.003894319	0.00942241232352349	1.00535884291683	1.01336474137441	0.780505645774297	1.20878497977067	0.821554721016342	1.17151993222475	273	0.455089820359281	3R		
In(3R)Mo	exterior	1	1	1.00000143287245	1	1	1.00000842878937	1	1.00000842871833	85	0.830339321357285	3R		
In(3R)Mo	exterior	0.562341325190349	0.61024249218243	1.01262224357164	1.01302652968215	0.998683633565899	1.02521886124591	1.00090008456515	1.02274107274	483	0.0359281437125748	3R	*	*
In(3R)Mo	exterior	0.316227766016838	0.376153671097326	1.02332925292365	1.02499283638166	0.992093022514481	1.04827685914889	0.998745684778696	1.04412428041778	472	0.0578842315369262	3R	.	
In(3R)Mo	exterior	0.177827941003892	0.234586111275001	1.03993853240557	1.0412835935584	0.992306216732732	1.08120127475124	1.0019116279462	1.07381514697791	476	0.0499001996007984	3R	*	*
In(3R)Mo	exterior	0.1	0.14742546968637	1.0613987669772	1.06336972550774	0.994538136914191	1.11669595183864	1.00512402836367	1.10901875610989	482	0.0379241516966068	3R	*	*
In(3R)Mo	exterior	0.0562341325190349	0.0930016941581046	1.08511978191997	1.08876540811604	0.994595233975123	1.16058063989093	1.00689775703508	1.14708906118061	482	0.0379241516966068	3R	*	*
In(3R)Mo	exterior	0.0316227766016838	0.0590511028884974	1.11436770491237	1.11891065895739	1.00088860953758	1.20630553255699	1.019162628794	1.19113129893145	487	0.0279441117764471	3R	*	*
In(3R)Mo	exterior	0.0177827941003892	0.0375749096027579	1.14675587663619	1.1531492886237	1.01341775602015	1.25142501915787	1.03040029347228	1.2441778269653	495	0.0119760479041916	3R	*	*
In(3R)Mo	exterior	0.01	0.0234906399871885	1.15832894436894	1.16272787926574	1.00279647681686	1.29147222864655	1.02645776156165	1.27680010477656	489	0.0239520958083832	3R	*	*
In(3R)Mo	exterior	0.00562341325190349	0.0148007046349131	1.17905591916745	1.18207876160894	1.00112337433907	1.34773774369738	1.02749280239635	1.31730934638534	488	0.0259481037924152	3R	*	*
In(3R)Mo	exterior	0.00316227766016838	0.00918722554217274	1.18100729509992	1.18479758786773	0.96757828258248	1.37977067571185	1.00731649141335	1.34907187914393	477	0.0479041916167665	3R	*	*
In(3R)Mo	exterior	0.00177827941003892	0.00589162445319151	1.22270427375272	1.2273881911929	0.989238300568274	1.47468478726254	1.02313760203747	1.42072033121295	480	0.0419161676646707	3R	*	*
In(3R)Mo	exterior	0.001	0.00380131992616505	1.2724971689443	1.26687528831419	1.00212868443815	1.59096710574826	1.02958044527706	1.52393129454671	488	0.0259481037924152	3R	*	*
In(3R)Mo	exterior	0.000562341325190349	0.00232630665104557	1.25981988096633	1.24887930455498	0.966371306644195	1.61897794718808	1.00001517156512	1.55099980956008	475	0.0518962075848303	3R	.	*
In(3R)Mo	exterior	0.000316227766016838	0.00158458568984264	1.39442514029282	1.37228012320098	1.0188567753493	1.87116586810102	1.0561708731141	1.79044600789162	490	0.0219560878243513	3R	*	*
In(3R)Mo	exterior	0.000177827941003892	0.00101143767436764	1.44506048889402	1.41178255478249	1.00400083450691	2.03387301914289	1.05264887985496	1.90631162355905	491	0.0199600798403194	3R	*	*
In(3R)Mo	exterior	1e-04	0.00059000531004779	1.36766725837485	1.3461368267699	0.897443461606539	2.03085281549046	0.945969865080137	1.89185999971297	457	0.0878243512974052	3R	.	
In(3R)Mo	exterior	0.003894319	0.0108645263521657	1.17549819217645	1.18149483457961	0.974211798001148	1.35972211856824	1.01231543793825	1.32777198529858	480	0.0419161676646707	3R	*	*
In(3R)P	exterior	1	1	1.00000155193399	1	1	1.00000912908527	1	1.00000912908527	85	0.830339321357285	3R		
In(3R)P	exterior	0.562341325190349	0.606823016039656	1.0056278038501	1.00665738074926	0.987355335185661	1.01799276575721	0.991547401557859	1.01658640145315	390	0.221556886227545	3R		
In(3R)P	exterior	0.316227766016838	0.371276508339343	1.00696258179843	1.00929844887939	0.969500590515049	1.03218009562772	0.976716950281651	1.02869005678404	356	0.289421157684631	3R		
In(3R)P	exterior	0.177827941003892	0.230598588656302	1.01720075123013	1.02079165950629	0.959749579049993	1.05586430755365	0.970042035342425	1.0522482580479	389	0.223552894211577	3R		
In(3R)P	exterior	0.1	0.144000876384185	1.02957226454353	1.03466597609344	0.950118646164806	1.08447835860081	0.964004155717167	1.0789273016078	401	0.199600798403194	3R		
In(3R)P	exterior	0.0562341325190349	0.089372928857688	1.03423628044235	1.04143872310384	0.933243395787193	1.10811021545032	0.954005669904767	1.0974346583083	394	0.213572854291417	3R		
In(3R)P	exterior	0.0316227766016838	0.0563350708867	1.05293457633246	1.06223052167495	0.924668716490736	1.14915878256635	0.949472327231817	1.13125525578368	410	0.181636726546906	3R		
In(3R)P	exterior	0.0177827941003892	0.0356943975315179	1.07741944002624	1.08762169680111	0.919318665229409	1.19262143474966	0.955884833291423	1.17504558909029	434	0.13373253493014	3R		
In(3R)P	exterior	0.01	0.0223934417250162	1.09130641018117	1.10000021669585	0.907841584733573	1.2366080047245	0.950728659497093	1.20904896020115	434	0.13373253493014	3R		
In(3R)P	exterior	0.00562341325190349	0.0142412430049023	1.12096629394876	1.1287988422576	0.909851107068657	1.30074208016546	0.961754297183189	1.26337349577538	443	0.115768463073852	3R		
In(3R)P	exterior	0.00316227766016838	0.00880948685880173	1.11857782201732	1.12537508157181	0.881872579342316	1.32563089052496	0.940145458517793	1.2817105626722	426	0.149700598802395	3R		
In(3R)P	exterior	0.00177827941003892	0.00549565915958408	1.1274545605591	1.13158927755481	0.856909825386517	1.38074654967697	0.923241764864174	1.3290647186081	422	0.157684630738523	3R		
In(3R)P	exterior	0.001	0.00346902073196337	1.14723754061507	1.14115155862082	0.851021319364796	1.42855838714011	0.917103769343107	1.39705946121705	419	0.163672654690619	3R		
In(3R)P	exterior	0.000562341325190349	0.00206315443532559	1.10642030568107	1.10244405647423	0.799817461360225	1.43514355969747	0.843291280426997	1.3780487804878	374	0.253493013972056	3R		
In(3R)P	exterior	0.000316227766016838	0.00134196328315425	1.16972009677284	1.16666666666667	0.818818495628203	1.58967200137862	0.859406680157775	1.50078551297038	398	0.205588822355289	3R		
In(3R)P	exterior	0.000177827941003892	0.00092202919454816	1.30530338889278	1.29486588442824	0.870693430722995	1.88889762403913	0.934748513662466	1.7719298245614	451	0.0998003992015968	3R	.	
In(3R)P	exterior	1e-04	0.000538611113646945	1.24780761423433	1.22914983506937	0.802485823802401	1.93651340667554	0.842849448412662	1.78787878787879	404	0.193612774451098	3R		
In(3R)P	exterior	0.003894319	0.0105531262267096	1.12813859393672	1.13388942900906	0.899909754184703	1.32648713911038	0.952231876287977	1.28157422290484	433	0.135728542914172	3R		
In(2L)t	interior	1	1	1.00000144809188	1	1	1.00000861972365	1	1.00000861964935	84	0.832335329341317	2L		
In(2L)t	interior	0.562341325190349	0.617092617333965	1.03149792134474	1.03524860226651	0.988744976058881	1.05069613921693	0.998594433714832	1.04906395999768	471	0.0598802395209581	2L	.	
In(2L)t	interior	0.316227766016838	0.385734603284058	1.06631197346954	1.07429540565486	0.975517814517507	1.10627330099208	0.994747971300308	1.10345217589798	470	0.06187624750499	2L	.	
In(2L)t	interior	0.177827941003892	0.243287505925958	1.10674830170575	1.11992870916145	0.963938449465122	1.17200682440276	0.994255166003743	1.16611021317486	471	0.0598802395209581	2L	.	
In(2L)t	interior	0.1	0.15373012110503	1.1476313346579	1.16458261780491	0.952680732795591	1.24158127162732	0.996303214137262	1.23278113644534	469	0.063872255489022	2L	.	
In(2L)t	interior	0.0562341325190349	0.0965650993406025	1.18117060275013	1.20180146636757	0.937199052864139	1.29973225808858	0.988089625630117	1.29031578117862	468	0.0658682634730539	2L	.	
In(2L)t	interior	0.0316227766016838	0.06094901521355	1.21857619854898	1.23954781118577	0.924832678619537	1.37126362222272	0.975550075502297	1.35723620877925	469	0.063872255489022	2L	.	
In(2L)t	interior	0.0177827941003892	0.0383657285695815	1.25313927799283	1.27940165729479	0.923177817046418	1.43910368890989	0.971286611006946	1.41686246810961	467	0.0678642714570858	2L	.	
In(2L)t	interior	0.01	0.0239968969529802	1.28014642964955	1.31012329338752	0.89878826193265	1.51184403550593	0.954339595089974	1.48009103960717	467	0.0678642714570858	2L	.	
In(2L)t	interior	0.00562341325190349	0.0150756367711072	1.31329608586312	1.34333032582399	0.888620374843559	1.59409518665968	0.962365404588046	1.54780161895452	466	0.0698602794411178	2L	.	
In(2L)t	interior	0.00316227766016838	0.00961082618626902	1.36656935996872	1.40252176781521	0.897710012492196	1.68847250163311	0.965101734003551	1.64721735467571	469	0.063872255489022	2L	.	
In(2L)t	interior	0.00177827941003892	0.00591302848769556	1.37198423105548	1.39574085245813	0.85457971129195	1.76137067993053	0.938201308033289	1.69804907439845	461	0.0798403193612774	2L	.	
In(2L)t	interior	0.001	0.00357712364780416	1.35815048354954	1.3606733301163	0.802314671895282	1.80065148854894	0.894315797030405	1.72954407316757	454	0.093812375249501	2L	.	
In(2L)t	interior	0.000562341325190349	0.00235314399000129	1.45927496871038	1.46774193548387	0.833176116550339	2.00040853313782	0.919059483388857	1.93615435824971	465	0.0718562874251497	2L	.	
In(2L)t	interior	0.000316227766016838	0.00143946903417662	1.46287707407916	1.46490596724108	0.789361069489817	2.14278722688085	0.92238334744727	2.01327768460027	461	0.0798403193612774	2L	.	
In(2L)t	interior	0.000177827941003892	0.000956772831099427	1.59700119006397	1.58571428571429	0.784004484771107	2.46669909063483	0.96478636657838	2.31252092940568	470	0.06187624750499	2L	.	
In(2L)t	interior	1e-04	0.000508554928242038	1.38819387107944	1.37208119639702	0.68988598480679	2.2692503290357	0.797311042025088	2.10717918249487	419	0.163672654690619	2L		
In(2L)t	interior	0.003894319	0.011334741197259	1.34965179264268	1.384192629356	0.900902102064394	1.65408805031447	0.956971098850736	1.60791413169814	466	0.0698602794411178	2L	.	
In(2R)NS	interior	1	1	1	1	1	1	1	1	0	1	2R		
In(2R)NS	interior	0.562341325190349	0.607701780491559	1.00561448609428	1.00838626658745	0.969141447835031	1.02649719104262	0.978324148282462	1.02351543242192	361	0.279441117764471	2R		
In(2R)NS	interior	0.316227766016838	0.373595361485966	1.01022967890659	1.01697987983022	0.937555579874449	1.05107978389552	0.952104355340312	1.04607669286039	352	0.297405189620758	2R		
In(2R)NS	interior	0.177827941003892	0.231746113192057	1.0171110595373	1.02720967418131	0.904387127083827	1.08095818299677	0.929892611219753	1.07463297916357	361	0.279441117764471	2R		
In(2R)NS	interior	0.1	0.143722099645954	1.02016640158853	1.03193448257567	0.868686670597845	1.11152277822579	0.903234031102132	1.10168100430588	350	0.301397205588822	2R		
In(2R)NS	interior	0.0562341325190349	0.0898968648981477	1.02948048191062	1.04669780725951	0.83851524242518	1.1400847107305	0.883164007100197	1.1256350931866	353	0.295409181636727	2R		
In(2R)NS	interior	0.0316227766016838	0.0555184976140387	1.02411307545911	1.04283805446013	0.792039421235001	1.16027780708634	0.849535618663874	1.14440025497043	335	0.331337325349301	2R		
In(2R)NS	interior	0.0177827941003892	0.034378367284109	1.02215091764577	1.04276142603041	0.759157763653532	1.18636016685391	0.804754463882664	1.16719048876495	317	0.367265469061876	2R		
In(2R)NS	interior	0.01	0.0208579198522243	0.997156791672628	1.01432245221571	0.703465183947991	1.190307737886	0.76112575538442	1.16978417266187	276	0.449101796407186	2R		
In(2R)NS	interior	0.00562341325190349	0.0131099594643132	1.00951366381243	1.03227026279004	0.690804270698529	1.24029126213592	0.741493808569008	1.20515930551535	293	0.415169660678643	2R		
In(2R)NS	interior	0.00316227766016838	0.00741443891425933	0.918793136783077	0.932234146971244	0.612890668814958	1.17250587645679	0.646458625831838	1.12517770152272	147	0.706586826347305	2R		
In(2R)NS	interior	0.00177827941003892	0.00490020011288419	0.978451271791634	0.987061304448964	0.592189117681628	1.28184795174425	0.667832167832168	1.24066505390035	241	0.518962075848303	2R		
In(2R)NS	interior	0.001	0.00300169326286623	0.972525669308574	0.979046400231805	0.558272597082958	1.32951304990228	0.628667003979825	1.27167550758845	223	0.554890219560878	2R		
In(2R)NS	interior	0.000562341325190349	0.00215506182975012	1.13391123369138	1.13507689022082	0.604130434782609	1.6319470212806	0.694179255176368	1.55555555555556	352	0.297405189620758	2R		
In(2R)NS	interior	0.000316227766016838	0.001308430396634	1.11960992617369	1.1086387638958	0.566392716801043	1.75862068965517	0.652995338593368	1.64507687545828	311	0.379241516966068	2R		
In(2R)NS	interior	0.000177827941003892	0.000872286931089332	1.23293522674919	1.17241379310345	0.571056939223387	2.26655036174252	0.666632459336036	1.99989737800811	345	0.311377245508982	2R		
In(2R)NS	interior	1e-04	0.000641387449330391	1.51818604831128	1.38885325625281	0.63261217948718	3.125	0.735294117647059	2.7776423737607	401	0.199600798403194	2R		
In(2R)NS	interior	0.003894319	0.00923597927035764	0.962517151585573	0.98358132246101	0.648522786201709	1.20416639777179	0.69474672742543	1.1612620187732	227	0.546906187624751	2R		
In(3L)P	interior	1	0.999992083973212	0.999997261039192	0.999999999812013	0.999992083973212	1.00000791615212	0.999992083973212	1.00000791590773	107	0.786427145708583	3L		
In(3L)P	interior	0.562341325190349	0.600303975428653	1.00481375722003	1.00491225164214	0.996750023743821	1.01255034864807	0.997972574217014	1.01147404979608	448	0.105788423153693	3L		
In(3L)P	interior	0.316227766016838	0.36257777496319	1.00501613097304	1.00528027414555	0.990046808011427	1.0193740323396	0.991818442327552	1.01758122468022	372	0.25748502994012	3L		
In(3L)P	interior	0.177827941003892	0.220493010148346	1.00651322565144	1.00710874972948	0.982352602308699	1.0263346387494	0.986761817615568	1.02445728669638	353	0.295409181636727	3L		
In(3L)P	interior	0.1	0.134778272089673	1.00956692200258	1.01080503443363	0.976605806278048	1.03867628965489	0.982386372461382	1.03482003078561	361	0.279441117764471	3L		
In(3L)P	interior	0.0562341325190349	0.0827462280132356	1.01526158781727	1.01614089366326	0.970884499428847	1.05492577831944	0.977811700678161	1.04959592326089	377	0.24750499001996	3L		
In(3L)P	interior	0.0316227766016838	0.0508050599243228	1.01980129706237	1.02082858933505	0.963876378507917	1.07030128457917	0.973722170989307	1.0644219653406	382	0.2375249500998	3L		
In(3L)P	interior	0.0177827941003892	0.0313949622405522	1.03008993017376	1.02946140287629	0.963069617494739	1.09394296338254	0.969861859409622	1.08810029625486	404	0.193612774451098	3L		
In(3L)P	interior	0.01	0.0192042809872869	1.02908057991041	1.03017308400975	0.951337280818868	1.1118983731939	0.957724296440694	1.10028428466087	381	0.239520958083832	3L		
In(3L)P	interior	0.00562341325190349	0.0117948799138736	1.03209322286671	1.03327892171989	0.94093565291837	1.12878542152123	0.94837981384308	1.11699093983158	376	0.249500998003992	3L		
In(3L)P	interior	0.00316227766016838	0.00702943178759717	1.00478981571894	1.00791360076373	0.893313111426346	1.11707457659889	0.908910566576694	1.10447848624773	279	0.44311377245509	3L		
In(3L)P	interior	0.00177827941003892	0.00429840254579422	1.00342166091145	1.00553963554613	0.872797142996719	1.1419952300792	0.89017098098778	1.11954464484052	261	0.479041916167665	3L		
In(3L)P	interior	0.001	0.00270728116143945	1.0348002549917	1.03324080749596	0.864558746400406	1.22810553235405	0.888332432414094	1.19164800700097	314	0.373253493013972	3L		
In(3L)P	interior	0.000562341325190349	0.00179693808083847	1.12262221469517	1.12374458477148	0.890206472484977	1.36357468629441	0.930124380193509	1.32747487170713	425	0.151696606786427	3L		
In(3L)P	interior	0.000316227766016838	0.0010290834824185	1.04855415512191	1.04000411633393	0.807459488380797	1.34756122324995	0.838734574600381	1.3006755985036	319	0.363273453093812	3L		
In(3L)P	interior	0.000177827941003892	0.000664946250178111	1.11348857912047	1.09092636224026	0.827391883279573	1.49998990706585	0.857148624533803	1.42376318789937	351	0.29940119760479	3L		
In(3L)P	interior	1e-04	0.000403717366179567	1.11713058804769	1.08513215217231	0.733595542829491	1.64518733660427	0.784621285099967	1.54546739100711	331	0.339321357285429	3L		
In(3L)P	interior	0.003894319	0.00848598071655875	1.01509914131931	1.01802353755765	0.909248541849737	1.12256089469693	0.926473230988547	1.10970581258277	302	0.397205588822355	3L		
In(3R)K	interior	1	1	1	1	1	1	1	1	0	1	3R		
In(3R)K	interior	0.562341325190349	0.610604114750334	1.01414034983038	1.01539933272356	0.991866607481829	1.02795145889371	0.996425003746619	1.02584721491836	461	0.0798403193612774	3R	.	
In(3R)K	interior	0.316227766016838	0.374682123204368	1.02139353357728	1.0241532038021	0.975708106773944	1.04794756671782	0.984657333830092	1.04503150014248	437	0.127744510978044	3R		
In(3R)K	interior	0.177827941003892	0.234314534305179	1.04186925806354	1.04648952317643	0.967616639132521	1.08401737610783	0.985495181119134	1.07892813522405	455	0.0918163672654691	3R	.	
In(3R)K	interior	0.1	0.14793709654099	1.06932782350914	1.07542512869122	0.966823865793984	1.12846885434305	0.98875797889104	1.12199219045924	467	0.0678642714570858	3R	.	
In(3R)K	interior	0.0562341325190349	0.0931049439941485	1.09198191477507	1.10008118963655	0.962469459007628	1.17066756854873	0.990078526574869	1.16071880175038	468	0.0658682634730539	3R	.	
In(3R)K	interior	0.0316227766016838	0.0586254114325081	1.1133170427338	1.12481301584804	0.950867724280269	1.21067946170554	0.990416532959582	1.19980654686132	466	0.0698602794411178	3R	.	
In(3R)K	interior	0.0177827941003892	0.0371161026391216	1.14170766255864	1.15448270538498	0.947429188473577	1.26219883370669	0.985537301781187	1.24937767288184	469	0.063872255489022	3R	.	
In(3R)K	interior	0.01	0.0235845445963071	1.17335573472622	1.18833363518933	0.947204277179275	1.32360328765557	0.991772697538738	1.3086255755935	471	0.0598802395209581	3R	.	
In(3R)K	interior	0.00562341325190349	0.0151220051540692	1.21661713641371	1.22576871813341	0.956776266144089	1.4133812405923	1.00101279049369	1.38050748905113	475	0.0518962075848303	3R	.	*
In(3R)K	interior	0.00316227766016838	0.00947464214939997	1.23112302778237	1.24536239106499	0.938407286449991	1.45528076668525	0.97953976499841	1.43182850278086	469	0.063872255489022	3R	.	
In(3R)K	interior	0.00177827941003892	0.00614065676110124	1.28963739659774	1.30087877240807	0.955996868435153	1.5697158427306	1.00673930608307	1.53303331691437	476	0.0499001996007984	3R	*	*
In(3R)K	interior	0.001	0.00403140069911632	1.36956005414501	1.38190069154111	0.978925796423622	1.70824612048378	1.03935907409175	1.67486892508093	481	0.0399201596806387	3R	*	*
In(3R)K	interior	0.000562341325190349	0.00255151942982046	1.40469370337174	1.40185127439652	0.986829305700229	1.82399322663054	1.0489488186019	1.75437104374602	483	0.0359281437125748	3R	*	*
In(3R)K	interior	0.000316227766016838	0.00175204334181005	1.56716862613173	1.56057287796701	1.03766387810023	2.12366844223776	1.13749042681113	2.00097953331209	491	0.0199600798403194	3R	*	*
In(3R)K	interior	0.000177827941003892	0.00115668880818527	1.68456808124299	1.67896950535278	1.04193384057446	2.34480764329641	1.15107539610296	2.26659051798679	489	0.0239520958083832	3R	*	*
In(3R)K	interior	1e-04	0.000739940634647933	1.77971349361027	1.73997780178096	1.04163270703608	2.71869277021654	1.14394774068477	2.55875824053224	489	0.0239520958083832	3R	*	*
In(3R)K	interior	0.003894319	0.0112351905559761	1.22746022013661	1.23571856614983	0.946205400660357	1.43665318148769	0.993031033729917	1.4143986312153	473	0.0558882235528942	3R	.	
In(3R)Mo	interior	1	1	1	1	1	1	1	1	0	1	3R		
In(3R)Mo	interior	0.562341325190349	0.609144213078391	1.01000052110774	1.01213956552096	0.980261240641469	1.02833300707582	0.985720851965859	1.02564269251246	413	0.17564870259481	3R		
In(3R)Mo	interior	0.316227766016838	0.372044637790808	1.01039331221708	1.01625739025835	0.947659964925773	1.04661976511027	0.959584539533126	1.0419978620461	364	0.273453093812375	3R		
In(3R)Mo	interior	0.177827941003892	0.233041594305071	1.03023300574592	1.03845556278015	0.931972910238418	1.08802851703888	0.952844160770068	1.08129753338893	400	0.201596806387226	3R		
In(3R)Mo	interior	0.1	0.146740719087986	1.05269100827845	1.06447882665165	0.917601726947354	1.1326737523363	0.943999876009939	1.12533056042946	421	0.159680638722555	3R		
In(3R)Mo	interior	0.0562341325190349	0.0908747012397476	1.05697645866077	1.07102130151124	0.881780057628526	1.16706303580811	0.923241165004528	1.14814449821828	407	0.187624750499002	3R		
In(3R)Mo	interior	0.0316227766016838	0.0564162525577317	1.06175721014805	1.07660169715041	0.847778142986971	1.19287413428728	0.895542609192376	1.17807669075312	399	0.203592814371257	3R		
In(3R)Mo	interior	0.0177827941003892	0.0354557490929725	1.07954246786176	1.09737336043156	0.823608353108543	1.23331796611612	0.893186960856573	1.21871110874971	404	0.193612774451098	3R		
In(3R)Mo	interior	0.01	0.0228863249479856	1.12727897440185	1.14200103357804	0.827064919981326	1.32701894317049	0.903460208131525	1.29997329482171	430	0.141716566866267	3R		
In(3R)Mo	interior	0.00562341325190349	0.0151658441804082	1.2091516493726	1.23011494711006	0.857484097396223	1.4590933223908	0.940642602736199	1.42947298890732	449	0.103792415169661	3R		
In(3R)Mo	interior	0.00316227766016838	0.00938837973072889	1.21260343020837	1.22971915723003	0.812780340856403	1.50630135357674	0.912876389697752	1.46793847908977	441	0.119760479041916	3R		
In(3R)Mo	interior	0.00177827941003892	0.00584624378836598	1.22253411106997	1.2318628759283	0.794139476918767	1.55249873531598	0.891696677450202	1.51144710773328	431	0.139720558882236	3R		
In(3R)Mo	interior	0.001	0.0036968894544079	1.254739929583	1.26468413594439	0.777282461734101	1.68661580764202	0.863281124497992	1.6044776119403	435	0.131736526946108	3R		
In(3R)Mo	interior	0.000562341325190349	0.00226971817665973	1.25695084236783	1.26920894501753	0.729281767955801	1.77247038375618	0.829929245283019	1.67195570181973	418	0.165668662674651	3R		
In(3R)Mo	interior	0.000316227766016838	0.00151314545110649	1.3769841208746	1.35384615384615	0.771916551355692	2.07207410893767	0.8543542413063	1.95555555555556	431	0.139720558882236	3R		
In(3R)Mo	interior	0.000177827941003892	0.00104888491497154	1.56835595192843	1.52497377787713	0.841114722615256	2.65217391304348	0.909763442062005	2.43996014237323	460	0.0818363273453094	3R	.	
